KINDCODE,DAMAGEDATE,REPORTDATE,ENDCASEDATE,inc,policycode,claimcode
交强险,10NOV2015:07:35:00,10NOV2015:07:42:00,11NOV2015:16:52:49,2100,P8430,C2152
交强险,13NOV2015:18:00:00,13NOV2015:18:05:00,13NOV2015:21:41:27,1900,P8591,C2153
交强险,20NOV2015:10:00:00,20NOV2015:10:03:00,20NOV2015:21:22:16,0,P8462,C2154
交强险,20NOV2015:20:35:00,20NOV2015:20:40:00,21NOV2015:18:11:34,2000,P8641,C2155
交强险,23NOV2015:07:55:00,23NOV2015:08:03:00,23NOV2015:11:19:06,2240,P8393,C2156
交强险,20NOV2015:15:00:00,20NOV2015:15:07:00,02DEC2015:10:40:16,810,P8616,C2157
交强险,23NOV2015:16:55:00,23NOV2015:16:59:00,28NOV2015:18:23:10,2100,P8580,C2158
交强险,27NOV2015:12:15:00,27NOV2015:12:21:00,27NOV2015:20:34:39,800,P8517,C2159
交强险,30NOV2015:18:53:00,30NOV2015:18:54:00,30NOV2015:22:39:28,900,P8360,C2160
交强险,04DEC2015:09:35:00,04DEC2015:09:46:00,04DEC2015:13:43:26,1200,P8509,C2161
交强险,07DEC2015:11:50:00,07DEC2015:11:59:00,24DEC2015:13:54:40,2000,P8584,C2162
交强险,14DEC2015:17:10:00,14DEC2015:17:15:00,23DEC2015:16:30:34,2100,P8631,C2163
交强险,21DEC2015:08:00:00,21DEC2015:08:10:00,21DEC2015:17:42:03,1000,P8617,C2164
交强险,21DEC2015:09:12:00,21DEC2015:09:13:00,29DEC2015:09:37:32,800,P8642,C2165
交强险,27DEC2015:09:45:00,27DEC2015:10:06:00,21JAN2016:09:29:40,2100,P8517,C2166
交强险,05JAN2016:17:10:00,05JAN2016:17:13:00,13JAN2016:15:56:53,500,P8470,C2167
交强险,10JAN2016:13:01:00,10JAN2016:13:02:00,10JAN2016:13:39:55,0,P8459,C2168
交强险,10JAN2016:09:00:00,10JAN2016:09:00:00,21JAN2016:14:27:22,2100,P8544,C2169
交强险,21JAN2016:11:20:00,21JAN2016:11:20:00,21JAN2016:19:25:03,2000,P8401,C2170
交强险,24JAN2016:13:45:00,24JAN2016:13:48:00,02FEB2016:13:43:37,2000,P8644,C2171
交强险,03FEB2016:10:30:00,03FEB2016:10:36:00,03FEB2016:15:56:26,1680,P8462,C2172
交强险,03FEB2016:00:35:00,03FEB2016:00:40:00,05FEB2016:12:43:41,1900,P8615,C2173
交强险,06FEB2016:14:15:00,06FEB2016:14:19:00,25MAR2016:18:29:39,2000,P8491,C2174
交强险,11FEB2016:11:30:00,11FEB2016:11:36:00,04MAR2016:11:10:12,2100,P8470,C2175
交强险,15FEB2016:17:02:00,16FEB2016:15:07:00,11MAR2016:14:44:00,2000,P8691,C2176
交强险,23FEB2016:18:35:00,23FEB2016:18:44:00,24FEB2016:14:35:03,3200,P8484,C2177
交强险,26FEB2016:08:00:00,26FEB2016:18:11:00,27FEB2016:17:26:41,0,P8423,C2178
交强险,27FEB2016:13:00:00,27FEB2016:13:14:00,27FEB2016:19:24:35,1400,P8480,C2179
交强险,26FEB2016:13:53:00,26FEB2016:13:58:00,02MAR2016:16:57:30,2100,P8509,C2180
交强险,08MAR2016:14:50:00,08MAR2016:14:57:00,08MAR2016:20:22:26,3800,P8434,C2181
交强险,13MAR2016:14:45:00,13MAR2016:14:56:00,13MAR2016:17:40:37,800,P8555,C2182
交强险,13MAR2016:15:45:00,13MAR2016:15:49:00,16MAR2016:16:19:12,2100,P8576,C2183
交强险,20MAR2016:20:38:00,20MAR2016:20:39:00,21MAR2016:11:57:02,1200,P8638,C2184
交强险,25MAR2016:17:10:00,25MAR2016:17:22:00,05APR2016:11:10:56,2100,P8645,C2185
交强险,30MAR2016:15:20:00,30MAR2016:15:23:00,30MAR2016:17:32:12,0,P8608,C2186
交强险,05APR2016:12:10:00,05APR2016:12:16:00,15APR2016:12:49:37,490,P8584,C2187
交强险,07APR2016:19:55:00,07APR2016:19:59:00,12APR2016:16:19:58,2100,P8445,C2188
交强险,16APR2016:14:30:00,16APR2016:14:36:00,27MAY2016:13:34:05,2952.78,P8489,C2189
交强险,18APR2016:16:55:00,18APR2016:16:59:00,18APR2016:21:19:03,650,P8697,C2190
交强险,18APR2016:15:25:00,18APR2016:15:26:00,18APR2016:20:35:39,900,P8588,C2191
交强险,19APR2016:19:35:00,19APR2016:19:40:00,19APR2016:21:10:11,2200,P8455,C2192
交强险,25APR2016:13:20:00,25APR2016:13:24:00,25APR2016:16:03:56,600,P8663,C2193
交强险,26APR2016:19:30:00,26APR2016:19:54:00,28APR2016:15:45:38,4500,P8745,C2194
交强险,28APR2016:18:10:00,28APR2016:18:15:00,29APR2016:09:22:48,2200,P8501,C2195
交强险,28APR2016:15:30:00,28APR2016:15:33:00,29APR2016:13:35:31,1700,P8505,C2196
交强险,05MAY2016:19:40:00,05MAY2016:19:46:00,07MAY2016:13:03:34,900,P8586,C2197
交强险,10MAY2016:11:55:00,10MAY2016:12:00:00,11MAY2016:18:58:06,3800,P8719,C2198
交强险,14MAY2016:08:45:00,14MAY2016:08:57:00,14MAY2016:15:53:31,2100,P8545,C2199
交强险,28MAY2016:20:55:00,28MAY2016:21:02:00,29MAY2016:16:31:34,3700,P8522,C2200
交强险,26MAY2016:16:20:00,26MAY2016:16:27:00,30JUN2016:15:51:29,2100,P8533,C2201
交强险,01JUN2016:20:30:00,01JUN2016:20:32:00,12JUN2016:12:34:48,2100,P8659,C2202
交强险,03JUN2016:11:30:00,03JUN2016:11:33:00,03JUN2016:23:01:16,500,P8722,C2203
交强险,04JUN2016:11:05:00,04JUN2016:11:08:00,06JUN2016:14:26:53,2100,P8528,C2204
交强险,08JUN2016:16:28:00,08JUN2016:16:31:00,15JUN2016:17:49:55,5000,P8546,C2205
交强险,18JUN2016:13:10:00,18JUN2016:13:14:00,23JUN2016:16:40:47,2100,P8573,C2206
交强险,23JUN2016:09:50:00,23JUN2016:09:58:00,24JUN2016:15:58:46,3298,P8644,C2207
交强险,04JUL2016:08:00:00,04JUL2016:08:16:00,04JUL2016:09:53:21,400,P8777,C2208
交强险,08JUL2016:07:25:00,08JUL2016:07:27:00,08JUL2016:14:24:49,1200,P8552,C2209
交强险,24JUL2016:17:40:00,24JUL2016:17:58:00,27JUL2016:17:29:41,2100,P8659,C2210
交强险,29JUL2016:13:00:00,29JUL2016:13:06:00,30JUL2016:14:13:55,2100,P8566,C2211
交强险,30JUL2016:17:00:00,30JUL2016:17:51:00,31JUL2016:18:41:40,1900,P8543,C2212
交强险,07AUG2016:08:30:00,07AUG2016:08:42:00,20AUG2016:17:05:34,1580,P8571,C2213
交强险,17AUG2016:07:50:00,17AUG2016:07:53:00,18AUG2016:08:48:33,1040,P8700,C2214
交强险,17AUG2016:15:00:00,18AUG2016:10:37:00,08SEP2016:15:19:18,8702.59,P8666,C2215
交强险,02SEP2016:07:15:00,02SEP2016:07:21:00,02SEP2016:10:35:20,1140,P8747,C2216
交强险,01SEP2016:17:40:00,01SEP2016:17:46:00,02SEP2016:17:06:29,1200,P8624,C2217
交强险,11SEP2016:11:38:00,11SEP2016:11:42:00,11SEP2016:16:04:06,1150,P8677,C2218
交强险,27SEP2016:17:00:00,27SEP2016:17:05:00,28SEP2016:13:11:19,900,P8788,C2219
交强险,28SEP2016:17:00:00,29SEP2016:10:42:00,29SEP2016:11:21:10,1000,P8840,C2220
交强险,29SEP2016:14:00:00,29SEP2016:14:07:00,29SEP2016:19:55:53,800,P8867,C2221
交强险,09OCT2016:20:50:00,09OCT2016:21:00:00,12OCT2016:12:09:02,900,P8845,C2222
交强险,04NOV2016:20:25:00,04NOV2016:20:33:00,30NOV2016:15:38:43,2100,P8770,C2223
交强险,25NOV2016:17:15:00,25NOV2016:17:20:00,26NOV2016:14:05:03,1000,P8707,C2224
交强险,01DEC2016:17:05:00,01DEC2016:17:07:00,30DEC2016:09:42:04,12170,P8831,C2225
交强险,03DEC2016:18:30:00,03DEC2016:18:33:00,10DEC2016:13:20:00,600,P8844,C2226
交强险,02JAN2017:20:45:00,02JAN2017:20:49:00,11JAN2017:14:49:01,2100,P8876,C2227
交强险,04JAN2017:13:00:00,04JAN2017:13:05:00,17JAN2017:14:45:40,2100,P8886,C2228
交强险,12JAN2017:11:50:00,12JAN2017:11:58:00,06FEB2017:09:29:53,2100,P8777,C2229
交强险,18JAN2017:17:40:00,18JAN2017:17:44:00,20JAN2017:10:11:02,2100,P8819,C2230
交强险,25JAN2017:18:00:00,26JAN2017:08:48:00,05MAY2017:09:45:13,2378.79,P8723,C2231
交强险,07MAR2017:06:10:00,07MAR2017:06:14:00,08MAR2017:14:50:15,2100,P8798,C2232
交强险,07MAR2017:16:20:00,07MAR2017:16:29:00,07MAR2017:17:45:11,1400,P8750,C2233
交强险,18MAR2017:15:27:00,18MAR2017:15:32:00,18MAR2017:17:18:08,1200,P8738,C2234
交强险,30MAR2017:17:50:00,30MAR2017:17:54:00,10APR2017:09:19:36,2100,P8752,C2235
交强险,05APR2017:16:00:00,05APR2017:16:22:00,07APR2017:17:24:39,4150,P8840,C2236
交强险,06APR2017:18:45:00,06APR2017:18:50:00,02MAY2017:17:06:09,1900,P8932,C2237
交强险,10APR2017:09:45:00,10APR2017:09:50:00,10APR2017:17:39:33,800,P8769,C2238
交强险,20APR2017:13:57:00,20APR2017:13:57:00,19MAY2017:12:34:27,700,P8715,C2239
交强险,11MAY2017:17:35:00,12MAY2017:15:27:00,23MAY2017:10:33:41,2000,P8874,C2240
交强险,21MAY2017:19:35:00,21MAY2017:19:47:00,21MAY2017:22:21:51,1200,P8861,C2241
交强险,12JUN2017:15:40:00,12JUN2017:15:48:00,13JUN2017:18:25:12,2000,P8807,C2242
车损险,07MAY2014:15:00:00,07MAY2014:15:12:00,09MAY2014:14:20:36,680,P9021,C2243
三者险,07MAY2014:15:00:00,07MAY2014:15:12:00,09MAY2014:14:20:36,0,P9021,C2243
车损险,24MAY2014:03:35:00,24MAY2014:03:40:00,24MAY2014:12:18:16,800,P9027,C2244
车损险,26JUL2014:19:50:00,26JUL2014:19:53:00,27JUL2014:15:11:08,2000,P9035,C2245
车损险,10SEP2014:13:00:00,10SEP2014:13:04:00,10SEP2014:20:29:23,1540,P9019,C2246
车损险,18SEP2014:15:35:00,18SEP2014:15:40:00,19SEP2014:10:07:56,1100,P9033,C2247
三者险,18SEP2014:15:35:00,18SEP2014:15:40:00,19SEP2014:10:07:56,0,P9033,C2247
车损险,27SEP2014:17:00:00,27SEP2014:17:04:00,09OCT2014:08:43:10,1200,P9040,C2248
三者险,27SEP2014:17:00:00,27SEP2014:17:04:00,09OCT2014:08:43:10,0,P9040,C2248
车损险,29SEP2014:08:00:00,29SEP2014:08:08:00,24DEC2014:14:16:57,588,P9027,C2249
三者险,29SEP2014:08:00:00,29SEP2014:08:08:00,24DEC2014:14:16:57,0,P9027,C2249
车损险,01OCT2014:08:50:00,01OCT2014:09:06:00,09OCT2014:13:44:10,700,P9031,C2250
三者险,01OCT2014:08:50:00,01OCT2014:09:06:00,09OCT2014:13:44:10,0,P9031,C2250
车损险,12OCT2014:12:00:00,12OCT2014:12:10:00,12OCT2014:22:06:58,2720,P9018,C2251
三者险,12OCT2014:12:00:00,12OCT2014:12:10:00,12OCT2014:22:06:58,0,P9018,C2251
车损险,20OCT2014:11:10:00,20OCT2014:11:16:00,20OCT2014:22:38:04,300,P9021,C2252
三者险,20OCT2014:11:10:00,20OCT2014:11:16:00,20OCT2014:22:38:04,0,P9021,C2252
车损险,08DEC2014:19:10:00,08DEC2014:19:13:00,08DEC2014:19:30:33,650,P9019,C2253
车损险,22DEC2014:10:20:00,22DEC2014:10:52:00,23DEC2014:11:50:03,0,P9033,C2254
车损险,24DEC2014:18:40:00,24DEC2014:18:47:00,13JAN2015:15:00:25,3000,P9026,C2255
车损险,29DEC2014:09:45:00,29DEC2014:09:51:00,29DEC2014:12:29:45,0,P9022,C2256
三者险,29DEC2014:09:45:00,29DEC2014:09:51:00,29DEC2014:12:29:45,0,P9022,C2256
车损险,03JAN2015:20:00:00,03JAN2015:20:50:00,04JAN2015:13:25:57,0,P9045,C2257
车损险,09JAN2015:10:00:00,09JAN2015:10:11:00,09JAN2015:22:09:26,1106,P9042,C2258
车损险,05FEB2015:17:50:00,05FEB2015:17:56:00,05FEB2015:21:23:22,0,P9019,C2259
车损险,26FEB2015:12:45:00,26FEB2015:12:47:00,26FEB2015:20:17:06,0,P9042,C2260
车损险,15MAR2015:13:50:00,15MAR2015:13:54:00,15MAR2015:17:06:10,1300,P9035,C2261
三者险,15MAR2015:13:50:00,15MAR2015:13:54:00,15MAR2015:17:06:10,0,P9035,C2261
车损险,11MAR2015:21:40:00,11MAR2015:21:57:00,03APR2015:17:46:42,4520,P9041,C2262
三者险,11MAR2015:21:40:00,11MAR2015:21:57:00,03APR2015:17:46:42,4801.28,P9041,C2262
车损险,19MAR2015:12:00:00,19MAR2015:12:08:00,20MAR2015:14:04:16,650,P9048,C2263
三者险,19MAR2015:12:00:00,19MAR2015:12:08:00,20MAR2015:14:04:16,0,P9048,C2263
三者险,02APR2015:07:30:00,02APR2015:07:38:00,02APR2015:16:35:33,0,P9038,C2264
车损险,05APR2015:16:25:00,05APR2015:16:30:00,06APR2015:20:02:43,4000,P9028,C2265
车损险,09MAY2015:12:35:00,09MAY2015:12:37:00,09MAY2015:17:19:19,300,P9051,C2266
三者险,09MAY2015:12:35:00,09MAY2015:12:37:00,09MAY2015:17:19:19,0,P9051,C2266
车损险,25MAY2015:16:50:00,25MAY2015:16:54:00,26MAY2015:17:13:44,0,P9047,C2267
车损险,25JUN2015:07:35:00,25JUN2015:07:47:00,25JUN2015:15:29:28,750,P9052,C2268
车损险,06JUL2015:07:55:00,06JUL2015:08:01:00,06JUL2015:10:46:30,0,P9037,C2269
车损险,03JUL2015:09:20:00,03JUL2015:09:22:00,08JUL2015:18:00:05,6400,P9047,C2270
三者险,03JUL2015:09:20:00,03JUL2015:09:22:00,08JUL2015:18:00:05,2100,P9047,C2270
车损险,28JUL2015:19:30:00,29JUL2015:14:45:00,06AUG2015:11:16:14,765,P9045,C2271
三者险,28JUL2015:19:30:00,29JUL2015:14:45:00,06AUG2015:11:16:14,0,P9045,C2271
车损险,09SEP2015:21:05:00,09SEP2015:21:12:00,10SEP2015:20:30:33,0,P9048,C2272
三者险,09SEP2015:21:05:00,09SEP2015:21:12:00,10SEP2015:20:30:33,0,P9048,C2272
车损险,11SEP2015:17:15:00,11SEP2015:17:21:00,11SEP2015:18:46:01,1000,P9047,C2273
三者险,13OCT2015:13:09:00,13OCT2015:13:13:00,29DEC2015:10:58:34,43354.86,P9052,C2274
三者险,31OCT2015:18:30:00,01NOV2015:10:29:00,01NOV2015:12:32:42,0,P9051,C2275
车损险,14FEB2016:17:20:00,14FEB2016:17:29:00,15FEB2016:12:01:09,0,P9067,C2276
车损险,16APR2016:14:30:00,16APR2016:14:36:00,27MAY2016:13:34:28,4340,P9054,C2277
三者险,16APR2016:14:30:00,16APR2016:14:36:00,27MAY2016:13:34:28,7070,P9054,C2277
三者险,19APR2016:19:35:00,19APR2016:19:40:00,19APR2016:21:10:11,0,P9049,C2278
车损险,19APR2016:19:35:00,19APR2016:19:40:00,19APR2016:21:10:11,800,P9049,C2278
车损险,07MAY2016:09:00:00,07MAY2016:09:04:00,09MAY2016:08:43:37,0,P9053,C2279
车损险,28MAY2016:20:55:00,28MAY2016:21:02:00,29MAY2016:16:31:34,1200,P9057,C2280
三者险,28MAY2016:20:55:00,28MAY2016:21:02:00,29MAY2016:16:31:34,0,P9057,C2280
三者险,01SEP2016:17:40:00,01SEP2016:17:46:00,02SEP2016:17:06:29,0,P9065,C2281
车损险,09SEP2016:12:30:00,09SEP2016:12:36:00,13SEP2016:10:31:50,1600,P9062,C2282
车损险,15SEP2016:20:00:00,17SEP2016:21:43:00,19SEP2016:08:01:17,3800,P9067,C2283
车损险,18JAN2014:08:01:00,18JAN2014:08:07:00,28JAN2014:15:11:23,2000,P9070,C2284
三者险,18JAN2014:08:01:00,18JAN2014:08:07:00,28JAN2014:15:11:23,630,P9070,C2284
车损险,19MAR2014:18:30:00,21MAR2014:07:55:00,21MAR2014:11:48:44,1900,P9093,C2285
车损险,19MAR2014:17:30:00,21MAR2014:13:05:00,25MAR2014:19:27:31,2500,P9078,C2286
车损险,25MAR2014:12:30:00,27MAR2014:12:31:00,27MAR2014:14:56:02,900,P9077,C2287
车损险,10APR2014:07:52:00,10APR2014:07:58:00,10APR2014:11:10:26,1450,P9098,C2288
车损险,18APR2014:12:40:00,18APR2014:12:44:00,18APR2014:15:42:31,640,P9106,C2289
三者险,18APR2014:12:40:00,18APR2014:12:44:00,18APR2014:15:42:31,0,P9106,C2289
玻璃破碎险,04MAY2014:08:30:00,04MAY2014:10:17:00,04MAY2014:15:53:04,2100,P9075,C2290
车损险,29MAY2014:14:05:00,29MAY2014:14:12:00,29MAY2014:17:02:25,700,P9117,C2291
三者险,29MAY2014:14:05:00,29MAY2014:14:12:00,29MAY2014:17:02:25,0,P9117,C2291
车损险,30MAY2014:16:00:00,30MAY2014:16:09:00,31MAY2014:17:11:29,1550,P9100,C2292
三者险,02JUN2014:10:25:00,02JUN2014:10:30:00,03JUN2014:09:40:27,0,P9086,C2293
车损险,12JUN2014:12:05:00,12JUN2014:12:11:00,07AUG2014:16:06:45,308,P9095,C2294
三者险,12JUN2014:12:05:00,12JUN2014:12:11:00,07AUG2014:16:06:45,385,P9095,C2294
车损险,09JUL2014:10:25:00,09JUL2014:10:31:00,09JUL2014:15:03:13,2590,P9105,C2295
车损险,08JUL2014:19:00:00,08JUL2014:19:04:00,16JUL2014:14:26:34,900,P9106,C2296
三者险,08JUL2014:19:00:00,08JUL2014:19:04:00,16JUL2014:14:26:34,0,P9106,C2296
车损险,20JUL2014:10:20:00,20JUL2014:10:26:00,21JUL2014:20:35:33,0,P9133,C2297
三者险,08AUG2014:22:20:00,08AUG2014:22:39:00,09AUG2014:18:52:32,0,P9108,C2298
车损险,18AUG2014:13:58:00,18AUG2014:13:59:00,18AUG2014:17:49:28,800,P9113,C2299
车损险,29AUG2014:10:30:00,29AUG2014:10:35:00,29AUG2014:17:44:38,2150,P9146,C2300
三者险,29AUG2014:10:30:00,29AUG2014:10:35:00,29AUG2014:17:44:38,0,P9146,C2300
车损险,10SEP2014:20:15:00,10SEP2014:20:23:00,11SEP2014:19:39:41,5705,P9157,C2301
车损险,12SEP2014:20:00:00,12SEP2014:20:04:00,13SEP2014:10:11:41,900,P9124,C2302
车损险,17SEP2014:06:40:00,17SEP2014:06:44:00,19SEP2014:13:51:36,3390,P9135,C2303
三者险,17SEP2014:06:40:00,17SEP2014:06:44:00,19SEP2014:13:51:36,0,P9135,C2303
车损险,18SEP2014:11:25:00,18SEP2014:11:30:00,22SEP2014:15:33:36,1600,P9159,C2304
车损险,19SEP2014:17:30:00,19SEP2014:17:34:00,20SEP2014:10:51:56,1400,P9073,C2305
车损险,21SEP2014:10:15:00,21SEP2014:10:21:00,22SEP2014:13:54:18,500,P9146,C2306
三者险,21SEP2014:10:15:00,21SEP2014:10:21:00,22SEP2014:13:54:18,6800,P9146,C2306
车损险,22SEP2014:20:00:00,23SEP2014:11:25:00,24SEP2014:10:00:00,0,P9069,C2307
车损险,29SEP2014:10:45:00,29SEP2014:10:51:00,29SEP2014:14:12:32,0,P9083,C2308
车损险,30SEP2014:18:25:00,30SEP2014:18:31:00,30SEP2014:22:06:40,1150,P9073,C2309
车损险,05OCT2014:12:30:00,05OCT2014:12:35:00,10OCT2014:14:53:08,1025,P9121,C2310
三者险,05OCT2014:12:30:00,05OCT2014:12:35:00,10OCT2014:14:53:08,0,P9121,C2310
三者险,05OCT2014:19:25:00,05OCT2014:19:29:00,08OCT2014:08:55:50,0,P9129,C2311
车损险,19OCT2014:10:35:00,19OCT2014:10:39:00,19OCT2014:18:29:02,2200,P9087,C2312
车损险,26OCT2014:13:00:00,26OCT2014:13:04:00,26OCT2014:17:20:42,1170,P9147,C2313
三者险,26OCT2014:13:00:00,26OCT2014:13:04:00,26OCT2014:17:20:42,0,P9147,C2313
车损险,03NOV2014:20:10:00,03NOV2014:20:14:00,05NOV2014:14:33:35,3850,P9179,C2314
车损险,14NOV2014:17:20:00,14NOV2014:17:29:00,15NOV2014:11:08:18,0,P9087,C2315
车损险,14NOV2014:18:20:00,14NOV2014:18:27:00,15NOV2014:11:15:31,800,P9197,C2316
车损险,16NOV2014:20:13:00,16NOV2014:20:15:00,18NOV2014:11:18:40,530,P9213,C2317
车上人员险乘客,16NOV2014:20:13:00,16NOV2014:20:15:00,18NOV2014:11:18:40,470,P9213,C2317
车损险,20NOV2014:12:40:00,20NOV2014:12:48:00,21NOV2014:09:43:12,3440,P9210,C2318
三者险,20NOV2014:12:40:00,20NOV2014:12:48:00,21NOV2014:09:43:12,700,P9210,C2318
三者险,24NOV2014:07:15:00,24NOV2014:07:22:00,24NOV2014:13:52:06,371,P9161,C2319
车损险,24NOV2014:07:15:00,24NOV2014:07:22:00,24NOV2014:13:52:06,500,P9161,C2319
车损险,28NOV2014:15:55:00,28NOV2014:15:59:00,28NOV2014:16:25:34,0,P9118,C2320
车损险,30NOV2014:08:00:00,30NOV2014:10:31:00,30NOV2014:11:11:42,0,P9069,C2321
车损险,02DEC2014:17:00:00,02DEC2014:17:18:00,02DEC2014:19:06:30,0,P9208,C2322
车损险,03DEC2014:10:00:00,03DEC2014:10:51:00,03DEC2014:11:46:53,770,P9183,C2323
车损险,04DEC2014:08:10:00,04DEC2014:08:23:00,04DEC2014:09:22:04,0,P9225,C2324
三者险,09DEC2014:15:00:00,09DEC2014:15:06:00,19DEC2014:09:08:32,0,P9164,C2325
车损险,09DEC2014:15:00:00,09DEC2014:15:06:00,19DEC2014:09:08:32,255,P9164,C2325
车损险,10DEC2014:22:50:00,10DEC2014:22:53:00,23DEC2014:10:38:43,8700,P9124,C2326
三者险,17DEC2014:07:40:00,17DEC2014:07:45:00,17DEC2014:18:16:22,0,P9069,C2327
车损险,17DEC2014:07:40:00,17DEC2014:07:45:00,17DEC2014:18:16:22,1650,P9069,C2327
车损险,19DEC2014:13:47:00,19DEC2014:13:52:00,19DEC2014:15:43:08,1060,P9182,C2328
车损险,21DEC2014:20:07:00,21DEC2014:20:17:00,22DEC2014:12:41:05,2500,P9172,C2329
车损险,22DEC2014:13:00:00,22DEC2014:13:06:00,25DEC2014:09:07:10,1460,P9112,C2330
三者险,22DEC2014:13:00:00,22DEC2014:13:06:00,25DEC2014:09:07:10,0,P9112,C2330
车损险,25DEC2014:19:30:00,26DEC2014:08:08:00,26DEC2014:11:39:07,700,P9170,C2331
车损险,26DEC2014:11:25:00,26DEC2014:11:29:00,26DEC2014:19:12:47,4020,P9132,C2332
三者险,26DEC2014:11:25:00,26DEC2014:11:29:00,26DEC2014:19:12:47,0,P9132,C2332
车损险,27DEC2014:12:40:00,27DEC2014:12:45:00,27DEC2014:14:54:39,0,P9207,C2333
车损险,28DEC2014:12:07:00,28DEC2014:12:07:00,28DEC2014:15:23:35,3268.4,P9126,C2334
三者险,28DEC2014:12:07:00,28DEC2014:12:07:00,28DEC2014:15:23:35,0,P9126,C2334
车损险,30DEC2014:15:10:00,30DEC2014:15:16:00,03FEB2015:16:56:10,800,P9107,C2335
三者险,30DEC2014:15:10:00,30DEC2014:15:16:00,03FEB2015:16:56:10,0,P9107,C2335
车损险,31DEC2014:16:30:00,31DEC2014:16:39:00,31DEC2014:17:23:14,0,P9245,C2336
车损险,03JAN2015:08:05:00,03JAN2015:08:09:00,03JAN2015:12:09:30,550,P9187,C2337
三者险,03JAN2015:08:05:00,03JAN2015:08:09:00,03JAN2015:12:09:30,0,P9187,C2337
车损险,03JAN2015:14:00:00,03JAN2015:15:36:00,03JAN2015:16:47:59,840,P9085,C2338
车损险,03JAN2015:16:30:00,03JAN2015:16:40:00,11MAY2015:15:59:04,600,P9188,C2339
车损险,04JAN2015:18:35:00,04JAN2015:18:43:00,05JAN2015:15:03:32,1000.6,P9180,C2340
三者险,04JAN2015:18:35:00,04JAN2015:18:43:00,05JAN2015:15:03:32,0,P9180,C2340
三者险,14JAN2015:06:55:00,14JAN2015:06:59:00,14JAN2015:14:00:06,0,P9184,C2341
车损险,13JAN2015:18:30:00,13JAN2015:18:37:00,14JAN2015:22:44:08,0,P9134,C2342
三者险,12JAN2015:01:20:00,12JAN2015:10:50:00,05JUN2015:16:08:40,63920,P9227,C2343
车损险,15JAN2015:12:30:00,15JAN2015:12:36:00,13FEB2015:18:39:08,21350,P9251,C2344
车损险,24JAN2015:16:45:00,24JAN2015:16:54:00,24JAN2015:18:33:55,3169,P9190,C2345
三者险,26JAN2015:17:20:00,27JAN2015:09:50:00,27JAN2015:17:19:32,0,P9257,C2346
车损险,28JAN2015:08:30:00,28JAN2015:09:33:00,28JAN2015:11:25:50,700,P9150,C2347
车损险,30JAN2015:01:30:00,30JAN2015:18:24:00,31JAN2015:16:38:00,3000,P9226,C2348
车损险,02FEB2015:17:50:00,02FEB2015:17:54:00,03FEB2015:20:01:14,3020,P9140,C2349
车损险,05FEB2015:13:00:00,05FEB2015:13:10:00,29JUL2015:10:17:18,5550,P9178,C2350
三者险,05FEB2015:13:00:00,05FEB2015:13:10:00,29JUL2015:10:17:18,0,P9178,C2350
车损险,09FEB2015:13:25:00,09FEB2015:13:30:00,09FEB2015:16:32:00,0,P9203,C2351
车损险,08FEB2015:14:25:00,08FEB2015:14:31:00,10FEB2015:14:47:38,990,P9208,C2352
三者险,12FEB2015:17:25:00,12FEB2015:17:34:00,12FEB2015:23:15:04,0,P9169,C2353
车损险,13FEB2015:14:00:00,13FEB2015:14:04:00,14FEB2015:13:15:54,2100,P9151,C2354
三者险,13FEB2015:14:00:00,13FEB2015:14:04:00,14FEB2015:13:15:54,0,P9151,C2354
车损险,14FEB2015:20:00:00,14FEB2015:20:10:00,14FEB2015:21:04:29,1500,P9212,C2355
车损险,15FEB2015:15:20:00,15FEB2015:15:24:00,15FEB2015:18:37:57,1200,P9180,C2356
三者险,15FEB2015:15:20:00,15FEB2015:15:24:00,15FEB2015:18:37:57,0,P9180,C2356
车损险,15FEB2015:14:40:00,15FEB2015:14:41:00,23MAR2015:17:10:21,600,P9180,C2357
三者险,15FEB2015:14:40:00,15FEB2015:14:41:00,23MAR2015:17:10:21,0,P9180,C2357
车损险,21FEB2015:10:24:00,21FEB2015:10:34:00,02APR2015:14:48:12,13300,P9098,C2358
三者险,21FEB2015:10:24:00,21FEB2015:10:34:00,02APR2015:14:48:12,0,P9098,C2358
车损险,25FEB2015:13:20:00,25FEB2015:13:22:00,25FEB2015:15:17:40,990,P9273,C2359
三者险,26FEB2015:08:20:00,26FEB2015:08:26:00,27FEB2015:16:20:44,0,P9133,C2360
车损险,27FEB2015:14:20:00,27FEB2015:14:28:00,27FEB2015:20:29:39,700,P9097,C2361
车损险,27FEB2015:19:30:00,27FEB2015:19:50:00,28FEB2015:13:43:18,3885,P9172,C2362
车损险,02MAR2015:08:00:00,02MAR2015:08:05:00,02MAR2015:10:24:59,0,P9228,C2363
三者险,05MAR2015:21:20:00,05MAR2015:21:26:00,06MAR2015:18:26:59,0,P9108,C2364
三者险,11MAR2015:08:30:00,11MAR2015:08:36:00,11MAR2015:12:32:57,0,P9261,C2365
车损险,13MAR2015:17:40:00,13MAR2015:17:49:00,14MAR2015:11:17:08,1600,P9266,C2366
车损险,14MAR2015:11:40:00,14MAR2015:11:56:00,14MAR2015:13:16:10,0,P9260,C2367
车损险,15MAR2015:14:30:00,15MAR2015:14:57:00,18MAR2015:15:43:08,6500,P9252,C2368
