BRANCHNAME,RISKCODE,KINDCODE,UNDERWRITEENDDATE,KINDSTARTDATE,DUEENDDATE,PURCHASEPRICENOTAX,SEATCOUNT,CARBRAND,CARSERIESNAME,AGE,SEX,USEYEARS,WPRATE0506,WPRATE0507,LASTCLAIMCOUNT,AMOUNTNEW,FLAG,PREMIUM,policycode
河北省分公司,商业险费改前,车损险,23JUL2015:00:00:00,25JUL2015:00:00:00,24JUL2016:00:00:00,120000.00,5,斯柯达,明锐,57,1,1,0.8,1,0,97200,1,1112.24,P1957
河北省分公司,商业险费改前,三者险,23JUL2015:00:00:00,17SEP2015:00:00:00,16SEP2016:00:00:00,89800.00,5,福特,福克斯,41,1,2,0.9,1,0,300000,1,794.83,P1958
河北省分公司,商业险费改前,车损险,23JUL2015:00:00:00,17SEP2015:00:00:00,16SEP2016:00:00:00,89800.00,5,福特,福克斯,41,1,2,0.9,1,0,73548,1,915.6,P1958
河北省分公司,商业险费改前,车损险,27JUL2015:00:00:00,20SEP2015:00:00:00,19SEP2016:00:00:00,143800.00,5,马自达,M6,45,1,4,1,1,1,116478,1,1254.97,P1959
河北省分公司,商业险费改前,三者险,27JUL2015:00:00:00,20SEP2015:00:00:00,19SEP2016:00:00:00,143800.00,5,马自达,M6,45,1,4,1,1,1,300000,1,794.51,P1959
河北省分公司,商业险费改前,三者险,28JUL2015:00:00:00,01AUG2015:00:00:00,31JUL2016:00:00:00,80800.00,5,荣威,荣威350,21,1,2,1,1,1,300000,1,795.61,P1960
河北省分公司,商业险费改前,盗抢险,28JUL2015:00:00:00,14SEP2015:00:00:00,13SEP2016:00:00:00,141900.00,5,大众,朗逸,44,1,1,1,1,2,106663.39,0,483.04,P1961
河北省分公司,商业险费改前,车损险,28JUL2015:00:00:00,14SEP2015:00:00:00,13SEP2016:00:00:00,141900.00,5,大众,朗逸,44,1,1,1,1,2,114939,1,1790.09,P1961
河北省分公司,商业险费改前,三者险,28JUL2015:00:00:00,14SEP2015:00:00:00,13SEP2016:00:00:00,141900.00,5,大众,朗逸,44,1,1,1,1,2,500000,1,1362.71,P1961
河北省分公司,商业险费改前,三者险,28JUL2015:00:00:00,01SEP2015:00:00:00,31AUG2016:00:00:00,119800.00,5,三菱,劲炫,57,1,1,0.9,1,0,300000,1,795.66,P1962
河北省分公司,商业险费改前,车损险,29JUL2015:00:00:00,11AUG2015:00:00:00,10AUG2016:00:00:00,178900.00,5,雪铁龙,C5,43,1,0,1,1,1,144909,1,1570.27,P1963
河北省分公司,商业险费改前,三者险,29JUL2015:00:00:00,11AUG2015:00:00:00,10AUG2016:00:00:00,178900.00,5,雪铁龙,C5,43,1,0,1,1,1,300000,1,795.04,P1963
河北省分公司,商业险费改前,三者险,29JUL2015:00:00:00,30AUG2015:00:00:00,29AUG2016:00:00:00,29800.00,5,吉利,自由舰,35,1,3,1,1,-4,300000,1,830.44,P1964
河北省分公司,商业险费改前,车损险,30JUL2015:00:00:00,02OCT2015:00:00:00,01OCT2016:00:00:00,116900.00,5,斯柯达,明锐,46,1,1,1,1,1,100000,1,1133.4,P1965
河北省分公司,商业险费改前,三者险,30JUL2015:00:00:00,02OCT2015:00:00:00,01OCT2016:00:00:00,116900.00,5,斯柯达,明锐,46,1,1,1,1,1,500000,1,953.49,P1965
河北省分公司,商业险费改前,三者险,31JUL2015:00:00:00,07SEP2015:00:00:00,06SEP2016:00:00:00,87800.00,5,长城,腾翼C50,28,1,3,1,1,1,500000,1,953.66,P1966
河北省分公司,商业险费改前,盗抢险,31JUL2015:00:00:00,07SEP2015:00:00:00,06SEP2016:00:00:00,87800.00,5,长城,腾翼C50,28,1,3,1,1,1,56183.22,0,211.86,P1966
河北省分公司,商业险费改前,车损险,31JUL2015:00:00:00,07SEP2015:00:00:00,06SEP2016:00:00:00,87800.00,5,长城,腾翼C50,28,1,3,1,1,1,71118,1,896.23,P1966
河北省分公司,商业险费改前,车上人员险驾驶,03AUG2015:00:00:00,08AUG2015:00:00:00,07AUG2016:00:00:00,73900.00,5,大众,桑塔纳,47,1,2,0.9,1,0,10000,1,23.8,P1967
河北省分公司,商业险费改前,车损险,03AUG2015:00:00:00,08AUG2015:00:00:00,07AUG2016:00:00:00,73900.00,5,大众,桑塔纳,47,1,2,0.9,1,0,59859,1,806.93,P1967
河北省分公司,商业险费改前,三者险,03AUG2015:00:00:00,08AUG2015:00:00:00,07AUG2016:00:00:00,73900.00,5,大众,桑塔纳,47,1,2,0.9,1,0,200000,1,703.53,P1967
河北省分公司,商业险费改前,三者险,03AUG2015:00:00:00,04AUG2015:00:00:00,03AUG2016:00:00:00,77800.00,5,大众,波罗,43,1,6,1,1,-4,500000,1,1103.22,P1968
河北省分公司,商业险费改前,三者险,04AUG2015:00:00:00,05AUG2015:00:00:00,04AUG2016:00:00:00,144800.00,5,现代,索纳塔,30,1,10,1,1,-4,300000,1,919.35,P1969
河北省分公司,商业险费改前,三者险,04AUG2015:00:00:00,10AUG2015:00:00:00,09AUG2016:00:00:00,42000.00,8,长安,6390,48,1,3,0.9,1,0,100000,1,585.22,P1970
河北省分公司,商业险费改前,车上人员险驾驶,04AUG2015:00:00:00,10AUG2015:00:00:00,09AUG2016:00:00:00,42000.00,8,长安,6390,48,1,3,0.9,1,0,20000,1,45.22,P1970
河北省分公司,商业险费改前,车上人员险乘客,04AUG2015:00:00:00,10AUG2015:00:00:00,09AUG2016:00:00:00,42000.00,8,长安,6390,48,1,3,0.9,1,0,140000,1,208.26,P1970
河北省分公司,商业险费改前,盗抢险,04AUG2015:00:00:00,10AUG2015:00:00:00,09AUG2016:00:00:00,42000.00,8,长安,6390,48,1,3,0.9,1,0,26467.56,0,144.72,P1970
河北省分公司,商业险费改前,车损险,04AUG2015:00:00:00,10AUG2015:00:00:00,09AUG2016:00:00:00,42000.00,8,长安,6390,48,1,3,0.9,1,0,34020,1,668.25,P1970
河北省分公司,商业险费改前,三者险,05AUG2015:00:00:00,21OCT2015:00:00:00,20OCT2016:00:00:00,145800.00,5,大众,速腾,28,1,1,0.9,1,0,500000,1,953.44,P1971
河北省分公司,商业险费改前,车损险,05AUG2015:00:00:00,21OCT2015:00:00:00,20OCT2016:00:00:00,145800.00,5,大众,速腾,28,1,1,0.9,1,0,118098,1,1277.65,P1971
河北省分公司,商业险费改前,三者险,06AUG2015:00:00:00,12AUG2015:00:00:00,11AUG2016:00:00:00,93800.00,5,大众,宝来,53,1,6,0.9,1,0,100000,1,567.72,P1972
河北省分公司,商业险费改前,盗抢险,06AUG2015:00:00:00,12AUG2015:00:00:00,11AUG2016:00:00:00,93800.00,5,大众,宝来,53,1,6,0.9,1,0,51120,0,199.16,P1972
河北省分公司,商业险费改前,车损险,06AUG2015:00:00:00,12AUG2015:00:00:00,11AUG2016:00:00:00,93800.00,5,大众,宝来,53,1,6,0.9,1,0,90000,1,1076.68,P1972
河北省分公司,商业险费改前,三者险,07AUG2015:00:00:00,12AUG2015:00:00:00,11AUG2016:00:00:00,175800.00,5,大众,迈腾,42,2,6,0.7,1,0,100000,1,567.72,P1973
河北省分公司,商业险费改前,玻璃破碎险,13AUG2015:00:00:00,09NOV2015:00:00:00,08NOV2016:00:00:00,65800.00,5,东风风神,S30,50,1,5,0.9,1,0,0,0,60.26,P1974
河北省分公司,商业险费改前,车上人员险驾驶,13AUG2015:00:00:00,09NOV2015:00:00:00,08NOV2016:00:00:00,65800.00,5,东风风神,S30,50,1,5,0.9,1,0,10000,1,23.8,P1974
河北省分公司,商业险费改前,车损险,13AUG2015:00:00:00,09NOV2015:00:00:00,08NOV2016:00:00:00,65800.00,5,东风风神,S30,50,1,5,0.9,1,0,53298,1,755,P1974
河北省分公司,商业险费改前,三者险,13AUG2015:00:00:00,09NOV2015:00:00:00,08NOV2016:00:00:00,65800.00,5,东风风神,S30,50,1,5,0.9,1,0,300000,1,794.53,P1974
河北省分公司,商业险费改前,车上人员险乘客,13AUG2015:00:00:00,09NOV2015:00:00:00,08NOV2016:00:00:00,65800.00,5,东风风神,S30,50,1,5,0.9,1,0,40000,1,61.88,P1974
河北省分公司,商业险费改前,车损险,14AUG2015:00:00:00,03SEP2015:00:00:00,02SEP2016:00:00:00,70800.00,5,日产,阳光,49,1,3,1,1,1,57348,1,787.27,P1975
河北省分公司,商业险费改前,三者险,14AUG2015:00:00:00,03SEP2015:00:00:00,02SEP2016:00:00:00,70800.00,5,日产,阳光,49,1,3,1,1,1,500000,1,953.7,P1975
河北省分公司,商业险费改前,玻璃破碎险,14AUG2015:00:00:00,03SEP2015:00:00:00,02SEP2016:00:00:00,70800.00,5,日产,阳光,49,1,3,1,1,1,0,0,64.85,P1975
河北省分公司,商业险费改前,车损险,14AUG2015:00:00:00,01OCT2015:00:00:00,30SEP2016:00:00:00,117800.00,5,现代,名图,35,1,0,1,1,1,110000,1,1276.37,P1976
河北省分公司,商业险费改前,车上人员险乘客,14AUG2015:00:00:00,01OCT2015:00:00:00,30SEP2016:00:00:00,117800.00,5,现代,名图,35,1,0,1,1,1,40000,1,61.88,P1976
河北省分公司,商业险费改前,盗抢险,14AUG2015:00:00:00,01OCT2015:00:00:00,30SEP2016:00:00:00,117800.00,5,现代,名图,35,1,0,1,1,1,102740,0,328.15,P1976
河北省分公司,商业险费改前,玻璃破碎险,14AUG2015:00:00:00,01OCT2015:00:00:00,30SEP2016:00:00:00,117800.00,5,现代,名图,35,1,0,1,1,1,0,0,124.36,P1976
河北省分公司,商业险费改前,车上人员险驾驶,14AUG2015:00:00:00,01OCT2015:00:00:00,30SEP2016:00:00:00,117800.00,5,现代,名图,35,1,0,1,1,1,10000,1,23.8,P1976
河北省分公司,商业险费改前,三者险,14AUG2015:00:00:00,01OCT2015:00:00:00,30SEP2016:00:00:00,117800.00,5,现代,名图,35,1,0,1,1,1,1000000,1,1241.82,P1976
河北省分公司,商业险费改前,车损险,14AUG2015:00:00:00,22AUG2015:00:00:00,21AUG2016:00:00:00,197800.00,5,大众,途观,48,1,1,0.9,1,0,190218,1,1852.68,P1977
河北省分公司,商业险费改前,车上人员险乘客,14AUG2015:00:00:00,22AUG2015:00:00:00,21AUG2016:00:00:00,197800.00,5,大众,途观,48,1,1,0.9,1,0,40000,1,61.88,P1977
河北省分公司,商业险费改前,盗抢险,14AUG2015:00:00:00,22AUG2015:00:00:00,21AUG2016:00:00:00,197800.00,5,大众,途观,48,1,1,0.9,1,0,176522.3,0,512.55,P1977
河北省分公司,商业险费改前,车上人员险驾驶,14AUG2015:00:00:00,22AUG2015:00:00:00,21AUG2016:00:00:00,197800.00,5,大众,途观,48,1,1,0.9,1,0,10000,1,23.8,P1977
河北省分公司,商业险费改前,三者险,14AUG2015:00:00:00,22AUG2015:00:00:00,21AUG2016:00:00:00,197800.00,5,大众,途观,48,1,1,0.9,1,0,300000,1,794.53,P1977
河北省分公司,商业险费改前,三者险,18AUG2015:00:00:00,26AUG2015:00:00:00,25AUG2016:00:00:00,93800.00,5,日产,骐达,32,2,6,0.7,1,0,100000,1,567.7,P1978
河北省分公司,商业险费改前,车上人员险乘客,18AUG2015:00:00:00,26AUG2015:00:00:00,25AUG2016:00:00:00,93800.00,5,日产,骐达,32,2,6,0.7,1,0,80000,1,123.76,P1978
河北省分公司,商业险费改前,车上人员险驾驶,18AUG2015:00:00:00,26AUG2015:00:00:00,25AUG2016:00:00:00,93800.00,5,日产,骐达,32,2,6,0.7,1,0,50000,1,119,P1978
河北省分公司,商业险费改前,盗抢险,18AUG2015:00:00:00,26AUG2015:00:00:00,25AUG2016:00:00:00,93800.00,5,日产,骐达,32,2,6,0.7,1,0,43155.5,0,179.25,P1978
河北省分公司,商业险费改前,车损险,18AUG2015:00:00:00,26AUG2015:00:00:00,25AUG2016:00:00:00,93800.00,5,日产,骐达,32,2,6,0.7,1,0,75978,1,962.34,P1978
河北省分公司,商业险费改前,玻璃破碎险,18AUG2015:00:00:00,26AUG2015:00:00:00,25AUG2016:00:00:00,93800.00,5,日产,骐达,32,2,6,0.7,1,0,0,0,85.89,P1978
河北省分公司,商业险费改前,车损险,24AUG2015:00:00:00,25AUG2015:00:00:00,24AUG2016:00:00:00,66800.00,5,中华,骏捷,35,1,5,1,1,2,72500,1,1295.67,P1979
河北省分公司,商业险费改前,三者险,24AUG2015:00:00:00,25AUG2015:00:00:00,24AUG2016:00:00:00,66800.00,5,中华,骏捷,35,1,5,1,1,2,500000,1,1362.06,P1979
河北省分公司,商业险费改前,车损险,24AUG2015:00:00:00,13SEP2015:00:00:00,12SEP2016:00:00:00,26900.00,5,比亚迪,F0系,33,2,4,0.7,1,0,21789,1,505.63,P1980
河北省分公司,商业险费改前,三者险,24AUG2015:00:00:00,13SEP2015:00:00:00,12SEP2016:00:00:00,26900.00,5,比亚迪,F0系,33,2,4,0.7,1,0,1000000,1,1241.81,P1980
河北省分公司,商业险费改前,三者险,24AUG2015:00:00:00,29AUG2015:00:00:00,28AUG2016:00:00:00,70800.00,5,雪佛兰,爱唯欧,30,1,1,0.8,1,0,300000,1,794.54,P1981
河北省分公司,商业险费改前,盗抢险,24AUG2015:00:00:00,29AUG2015:00:00:00,28AUG2016:00:00:00,70800.00,5,雪佛兰,爱唯欧,30,1,1,0.8,1,0,49433.98,1,194.95,P1981
河北省分公司,商业险费改前,车损险,24AUG2015:00:00:00,29AUG2015:00:00:00,28AUG2016:00:00:00,70800.00,5,雪佛兰,爱唯欧,30,1,1,0.8,1,0,57348,1,793.27,P1981
河北省分公司,商业险费改前,玻璃破碎险,24AUG2015:00:00:00,29AUG2015:00:00:00,28AUG2016:00:00:00,70800.00,5,雪佛兰,爱唯欧,30,1,1,0.8,1,0,0,0,64.84,P1981
河北省分公司,商业险费改前,盗抢险,06OCT2015:00:00:00,21OCT2015:00:00:00,20OCT2016:00:00:00,209800.00,5,大众,途观,47,1,2,0.8,1,0,145466.93,0,434.95,P1982
河北省分公司,商业险费改前,三者险,06OCT2015:00:00:00,21OCT2015:00:00:00,20OCT2016:00:00:00,209800.00,5,大众,途观,47,1,2,0.8,1,0,200000,1,703.54,P1982
河北省分公司,商业险费改前,车损险,06OCT2015:00:00:00,21OCT2015:00:00:00,20OCT2016:00:00:00,209800.00,5,大众,途观,47,1,2,0.8,1,0,169938,1,1678.09,P1982
河北省分公司,商业险费改前,玻璃破碎险,06OCT2015:00:00:00,21OCT2015:00:00:00,20OCT2016:00:00:00,209800.00,5,大众,途观,47,1,2,0.8,1,0,0,0,192.12,P1982
河北省分公司,商业险费改前,车损险,14OCT2015:00:00:00,20OCT2015:00:00:00,19OCT2016:00:00:00,116800.00,5,大众,朗逸,43,1,4,0.7,1,0,94608,1,1083.61,P1983
河北省分公司,商业险费改前,三者险,14OCT2015:00:00:00,20OCT2015:00:00:00,19OCT2016:00:00:00,116800.00,5,大众,朗逸,43,1,4,0.7,1,0,100000,1,568.61,P1983
河北省分公司,商业险费改前,三者险,16OCT2015:00:00:00,17OCT2015:00:00:00,16OCT2016:00:00:00,68000.00,5,大众,捷达,45,1,3,0.7,1,0,500000,1,953.44,P1984
河北省分公司,商业险费改前,三者险,23OCT2015:00:00:00,27OCT2015:00:00:00,26OCT2016:00:00:00,133800.00,5,大众,速腾,46,1,3,1,1,1,500000,1,953.44,P1985
河北省分公司,商业险费改前,盗抢险,23OCT2015:00:00:00,27OCT2015:00:00:00,26OCT2016:00:00:00,133800.00,5,大众,速腾,46,1,3,1,1,1,101920,0,326.11,P1985
河北省分公司,商业险费改前,车损险,23OCT2015:00:00:00,27OCT2015:00:00:00,26OCT2016:00:00:00,133800.00,5,大众,速腾,46,1,3,1,1,1,130000,1,1362.01,P1985
河北省分公司,商业险费改前,三者险,04NOV2015:00:00:00,16NOV2015:00:00:00,15NOV2016:00:00:00,52800.00,5,丰田,威驰,43,1,1,0.9,1,0,300000,1,794.57,P1986
河北省分公司,商业险费改前,车上人员险乘客,04NOV2015:00:00:00,16NOV2015:00:00:00,15NOV2016:00:00:00,52800.00,5,丰田,威驰,43,1,1,0.9,1,0,40000,1,61.89,P1986
河北省分公司,商业险费改前,车上人员险驾驶,04NOV2015:00:00:00,16NOV2015:00:00:00,15NOV2016:00:00:00,52800.00,5,丰田,威驰,43,1,1,0.9,1,0,10000,1,23.8,P1986
河北省分公司,商业险费改前,三者险,10NOV2015:00:00:00,11NOV2015:00:00:00,10NOV2016:00:00:00,211800.00,5,本田,思铂睿,40,1,4,0.9,1,0,300000,1,794.57,P1987
河北省分公司,商业险费改前,玻璃破碎险,11NOV2015:00:00:00,12NOV2015:00:00:00,11NOV2016:00:00:00,222800.00,7,马自达,M8,35,1,2,1,1,1,0,0,239.71,P1988
河北省分公司,商业险费改前,三者险,11NOV2015:00:00:00,12NOV2015:00:00:00,11NOV2016:00:00:00,222800.00,7,马自达,M8,35,1,2,1,1,1,500000,1,951.47,P1988
河北省分公司,商业险费改前,车损险,11NOV2015:00:00:00,12NOV2015:00:00:00,11NOV2016:00:00:00,222800.00,7,马自达,M8,35,1,2,1,1,1,212000,1,2077.03,P1988
河北省分公司,商业险费改前,车上人员险乘客,11NOV2015:00:00:00,12NOV2015:00:00:00,11NOV2016:00:00:00,222800.00,7,马自达,M8,35,1,2,1,1,1,300000,1,446.33,P1988
河北省分公司,商业险费改前,车上人员险驾驶,11NOV2015:00:00:00,12NOV2015:00:00:00,11NOV2016:00:00:00,222800.00,7,马自达,M8,35,1,2,1,1,1,50000,1,113.07,P1988
河北省分公司,商业险费改前,盗抢险,11NOV2015:00:00:00,12NOV2015:00:00:00,11NOV2016:00:00:00,222800.00,7,马自达,M8,35,1,2,1,1,1,181472,1,504.5,P1988
河北省分公司,商业险费改前,车损险,18NOV2015:00:00:00,29NOV2015:00:00:00,28NOV2016:00:00:00,51900.00,5,长城,腾翼C30,35,1,3,0.7,1,0,42039,1,665.88,P1989
河北省分公司,商业险费改前,三者险,18NOV2015:00:00:00,29NOV2015:00:00:00,28NOV2016:00:00:00,51900.00,5,长城,腾翼C30,35,1,3,0.7,1,0,500000,1,953.4,P1989
河北省分公司,商业险费改前,盗抢险,02DEC2015:00:00:00,09DEC2015:00:00:00,08DEC2016:00:00:00,80800.00,5,起亚,福瑞迪,33,2,4,0.7,1,0,46598.98,0,187.85,P1990
河北省分公司,商业险费改前,车损险,02DEC2015:00:00:00,09DEC2015:00:00:00,08DEC2016:00:00:00,80800.00,5,起亚,福瑞迪,33,2,4,0.7,1,0,65448,1,851.13,P1990
河北省分公司,商业险费改前,三者险,02DEC2015:00:00:00,09DEC2015:00:00:00,08DEC2016:00:00:00,80800.00,5,起亚,福瑞迪,33,2,4,0.7,1,0,200000,1,703.5,P1990
河北省分公司,商业险费改前,车上人员险乘客,10DEC2015:00:00:00,21DEC2015:00:00:00,20DEC2016:00:00:00,152800.00,5,日产,天籁,59,2,2,0.8,1,0,40000,1,61.88,P1991
河北省分公司,商业险费改前,三者险,10DEC2015:00:00:00,21DEC2015:00:00:00,20DEC2016:00:00:00,152800.00,5,日产,天籁,59,2,2,0.8,1,0,300000,1,794.54,P1991
河北省分公司,商业险费改前,车上人员险驾驶,10DEC2015:00:00:00,21DEC2015:00:00:00,20DEC2016:00:00:00,152800.00,5,日产,天籁,59,2,2,0.8,1,0,10000,1,23.8,P1991
河北省分公司,商业险费改前,车损险,10DEC2015:00:00:00,21DEC2015:00:00:00,20DEC2016:00:00:00,152800.00,5,日产,天籁,59,2,2,0.8,1,0,131868,1,1376.81,P1991
河北省分公司,商业险费改前,玻璃破碎险,14DEC2015:00:00:00,15DEC2015:00:00:00,14DEC2016:00:00:00,177800.00,5,本田,思铂睿,50,1,5,1,1,1,0,0,162.82,P1992
河北省分公司,商业险费改前,盗抢险,14DEC2015:00:00:00,15DEC2015:00:00:00,14DEC2016:00:00:00,177800.00,5,本田,思铂睿,50,1,5,1,1,1,82666.33,0,278,P1992
河北省分公司,商业险费改前,车损险,14DEC2015:00:00:00,15DEC2015:00:00:00,14DEC2016:00:00:00,177800.00,5,本田,思铂睿,50,1,5,1,1,1,144018,1,1472.94,P1992
河北省分公司,商业险费改前,三者险,14DEC2015:00:00:00,15DEC2015:00:00:00,14DEC2016:00:00:00,177800.00,5,本田,思铂睿,50,1,5,1,1,1,1000000,1,1241.85,P1992
河北省分公司,商业险费改前,盗抢险,01JAN2016:00:00:00,03JAN2016:00:00:00,02JAN2017:00:00:00,159800.00,5,大众,帕萨特,50,2,6,1,1,1,64977.88,1,233.79,P1993
河北省分公司,商业险费改前,三者险,01JAN2016:00:00:00,03JAN2016:00:00:00,02JAN2017:00:00:00,159800.00,5,大众,帕萨特,50,2,6,1,1,1,500000,1,953.45,P1993
河北省分公司,商业险费改前,车损险,01JAN2016:00:00:00,03JAN2016:00:00:00,02JAN2017:00:00:00,159800.00,5,大众,帕萨特,50,2,6,1,1,1,129438,1,1398.2,P1993
河北省分公司,商业险费改前,盗抢险,07JAN2016:00:00:00,14JAN2016:00:00:00,13JAN2017:00:00:00,189800.00,5,丰田,RAV4,28,1,4,1,1,1,109461.46,1,344.96,P1994
河北省分公司,商业险费改前,车上人员险乘客,07JAN2016:00:00:00,14JAN2016:00:00:00,13JAN2017:00:00:00,189800.00,5,丰田,RAV4,28,1,4,1,1,1,40000,1,61.88,P1994
河北省分公司,商业险费改前,三者险,07JAN2016:00:00:00,14JAN2016:00:00:00,13JAN2017:00:00:00,189800.00,5,丰田,RAV4,28,1,4,1,1,1,300000,1,794.53,P1994
河北省分公司,商业险费改前,车损险,07JAN2016:00:00:00,14JAN2016:00:00:00,13JAN2017:00:00:00,189800.00,5,丰田,RAV4,28,1,4,1,1,1,153738,1,1549.87,P1994
河北省分公司,商业险费改前,车上人员险驾驶,07JAN2016:00:00:00,14JAN2016:00:00:00,13JAN2017:00:00:00,189800.00,5,丰田,RAV4,28,1,4,1,1,1,10000,1,23.8,P1994
河北省分公司,商业险费改前,玻璃破碎险,07JAN2016:00:00:00,14JAN2016:00:00:00,13JAN2017:00:00:00,189800.00,5,丰田,RAV4,28,1,4,1,1,1,0,0,173.81,P1994
河北省分公司,商业险费改前,三者险,18JAN2016:00:00:00,19JAN2016:00:00:00,31MAY2016:00:00:00,132800.00,5,大众,速腾,43,1,2,0.9,1,0,300000,1,288.98,P1995
河北省分公司,商业险费改前,盗抢险,18JAN2016:00:00:00,19JAN2016:00:00:00,31MAY2016:00:00:00,132800.00,5,大众,速腾,43,1,2,0.9,1,0,115560,0,131.01,P1995
河北省分公司,商业险费改前,盗抢险,22JAN2016:00:00:00,15FEB2016:00:00:00,14FEB2017:00:00:00,44900.00,5,比亚迪,L3,65,2,2,0.9,1,0,34102.84,1,156.63,P1996
河北省分公司,商业险费改前,车损险,22JAN2016:00:00:00,15FEB2016:00:00:00,14FEB2017:00:00:00,44900.00,5,比亚迪,L3,65,2,2,0.9,1,0,40120.99,1,650.73,P1996
河北省分公司,商业险费改前,三者险,22JAN2016:00:00:00,15FEB2016:00:00:00,14FEB2017:00:00:00,44900.00,5,比亚迪,L3,65,2,2,0.9,1,0,300000,1,794.53,P1996
河北省分公司,商业险费改前,三者险,06FEB2016:00:00:00,15FEB2016:00:00:00,14FEB2017:00:00:00,93300.00,5,现代,朗动,26,1,3,0.7,1,0,200000,1,703.5,P1997
河北省分公司,商业险费改前,车上人员险乘客,06FEB2016:00:00:00,15FEB2016:00:00:00,14FEB2017:00:00:00,93300.00,5,现代,朗动,26,1,3,0.7,1,0,40000,1,61.88,P1997
河北省分公司,商业险费改前,车上人员险驾驶,06FEB2016:00:00:00,15FEB2016:00:00:00,14FEB2017:00:00:00,93300.00,5,现代,朗动,26,1,3,0.7,1,0,10000,1,23.8,P1997
河北省分公司,商业险费改前,车损险,06FEB2016:00:00:00,15FEB2016:00:00:00,14FEB2017:00:00:00,93300.00,5,现代,朗动,26,1,3,0.7,1,0,97287,1,1103.09,P1997
河北省分公司,商业险费改前,三者险,21FEB2016:00:00:00,09MAR2016:00:00:00,05NOV2016:00:00:00,49300.00,5,铃木,北斗星,50,1,4,0.7,1,0,200000,1,464.52,P1998
河北省分公司,商业险费改前,车上人员险乘客,21FEB2016:00:00:00,09MAR2016:00:00:00,05NOV2016:00:00:00,49300.00,5,铃木,北斗星,50,1,4,0.7,1,0,0,1,40.86,P1998
河北省分公司,商业险费改前,车上人员险驾驶,21FEB2016:00:00:00,09MAR2016:00:00:00,05NOV2016:00:00:00,49300.00,5,铃木,北斗星,50,1,4,0.7,1,0,0,1,15.71,P1998
河北省分公司,商业险费改前,车损险,11MAR2016:00:00:00,12MAR2016:00:00:00,11MAR2017:00:00:00,130800.00,5,大众,速腾,46,1,3,1,1,1,117800,1,1265.46,P1999
河北省分公司,商业险费改前,三者险,11MAR2016:00:00:00,12MAR2016:00:00:00,11MAR2017:00:00:00,130800.00,5,大众,速腾,46,1,3,1,1,1,200000,1,703.53,P1999
河北省分公司,商业险费改前,三者险,30APR2016:00:00:00,02MAY2016:00:00:00,01MAY2017:00:00:00,103000.00,5,现代,索纳塔,41,2,8,1.1,1,3,500000,1,1498.24,P2000
河北省分公司,商业险费改前,车损险,06MAY2016:00:00:00,15MAY2016:00:00:00,14MAY2017:00:00:00,176900.00,5,雪铁龙,C5,40,1,6,1,1,1,143289,1,1511.11,P2001
河北省分公司,商业险费改前,三者险,06MAY2016:00:00:00,15MAY2016:00:00:00,14MAY2017:00:00:00,176900.00,5,雪铁龙,C5,40,1,6,1,1,1,200000,1,703.54,P2001
河北省分公司,商业险费改前,车损险,07MAY2016:00:00:00,14MAY2016:00:00:00,13MAY2017:00:00:00,75800.00,5,雪铁龙,世嘉,39,1,3,1,1,1,61398,1,819.08,P2002
河北省分公司,商业险费改前,玻璃破碎险,07MAY2016:00:00:00,14MAY2016:00:00:00,13MAY2017:00:00:00,75800.00,5,雪铁龙,世嘉,39,1,3,1,1,1,0,0,69.41,P2002
河北省分公司,商业险费改前,盗抢险,07MAY2016:00:00:00,14MAY2016:00:00:00,13MAY2017:00:00:00,75800.00,5,雪铁龙,世嘉,39,1,3,1,1,1,47399.26,0,189.86,P2002
河北省分公司,商业险费改前,三者险,07MAY2016:00:00:00,14MAY2016:00:00:00,13MAY2017:00:00:00,75800.00,5,雪铁龙,世嘉,39,1,3,1,1,1,300000,1,794.51,P2002
河北省分公司,商业险费改前,三者险,30MAY2016:00:00:00,14JUL2016:00:00:00,13JUL2017:00:00:00,77800.00,5,大众,波罗,42,2,5,1,1,2,300000,1,1135.05,P2003
河北省分公司,商业险费改前,车损险,08JUN2016:00:00:00,31JUL2016:00:00:00,30JUL2017:00:00:00,57000.00,5,吉利,远景,28,1,2,0.9,1,0,46170,1,698.84,P2004
河北省分公司,商业险费改前,三者险,08JUN2016:00:00:00,31JUL2016:00:00:00,30JUL2017:00:00:00,57000.00,5,吉利,远景,28,1,2,0.9,1,0,200000,1,703.78,P2004
河北省分公司,商业险费改前,玻璃破碎险,15JUN2016:00:00:00,28JUN2016:00:00:00,27JUN2017:00:00:00,117800.00,5,现代,名图,25,1,1,0.8,1,0,0,0,107.9,P2005
河北省分公司,商业险费改前,车损险,15JUN2016:00:00:00,28JUN2016:00:00:00,27JUN2017:00:00:00,117800.00,5,现代,名图,25,1,1,0.8,1,0,95418,1,1097.08,P2005
河北省分公司,商业险费改前,三者险,15JUN2016:00:00:00,28JUN2016:00:00:00,27JUN2017:00:00:00,117800.00,5,现代,名图,25,1,1,0.8,1,0,500000,1,953.67,P2005
河北省分公司,商业险费改前,三者险,16JUN2016:00:00:00,11AUG2016:00:00:00,10AUG2017:00:00:00,178900.00,5,雪铁龙,C5,44,1,1,0.9,1,0,300000,1,794.6,P2006
